Age,Experience_Years,Salary,Training_Hours,Performance_Score,Department,Promoted
59,26.0,89427.0,91.0,68.2,Marketing,1
41,12.7,40807.0,14.0,29.8,Marketing,0
44,18.4,68507.0,25.0,49.1,Sales,0
37,5.2,25479.0,20.0,25.7,HR,0
29,3.5,25000.0,44.0,27.2,Engineering,0
42,9.0,35677.0,84.0,43.5,HR,0
22,0.0,25000.0,51.0,28.6,HR,0
29,3.7,25000.0,96.0,31.2,Sales,0
50,20.7,59816.0,90.0,63.9,HR,0
53,22.0,70342.0,19.0,54.7,Marketing,0
59,15.8,58060.0,91.0,61.5,Sales,0
26,1.8,25000.0,17.0,26.4,Marketing,0
43,9.8,44051.0,35.0,38.5,Marketing,0
55,18.0,60754.0,12.0,50.3,HR,0
22,0.0,25000.0,68.0,,Engineering,1
47,7.8,51320.0,97.0,52.5,HR,0
31,7.4,25000.0,12.0,20.0,Engineering,0
51,25.5,83894.0,47.0,,Sales,1
39,8.6,25679.0,11.0,20.0,Sales,0
38,8.0,32626.0,26.0,35.1,Sales,0
47,7.6,29127.0,82.0,37.3,Marketing,0
29,5.0,25000.0,45.0,26.1,Marketing,0
33,8.7,30236.0,95.0,41.1,Sales,0
48,10.1,39400.0,97.0,60.6,HR,0
29,2.8,25000.0,82.0,27.4,Marketing,0
46,18.6,61516.0,11.0,39.0,Marketing,0
25,2.0,25000.0,94.0,28.6,HR,0
54,10.5,42796.0,43.0,36.0,Marketing,0
22,0.0,25000.0,36.0,25.1,HR,0
40,8.7,33574.0,46.0,29.3,Engineering,0
52,15.6,53746.0,80.0,49.1,HR,0
37,11.4,35132.0,31.0,30.3,Engineering,0
35,10.2,38972.0,77.0,38.9,Marketing,0
26,2.2,25000.0,23.0,22.8,Engineering,0
47,21.7,66531.0,32.0,,HR,1
49,14.7,54011.0,53.0,50.0,Engineering,0
23,0.8,25000.0,98.0,40.7,Sales,0
27,3.0,25000.0,74.0,36.9,HR,1
30,6.7,32003.0,88.0,40.3,HR,0
54,27.0,77754.0,87.0,68.4,Engineering,1
46,8.5,29893.0,70.0,30.1,Marketing,0
34,10.3,39292.0,94.0,43.0,Marketing,0
30,6.4,33756.0,64.0,32.7,HR,0
34,9.3,30563.0,80.0,40.0,HR,0
52,12.6,49164.0,94.0,53.3,Engineering,0
32,7.8,25000.0,59.0,32.0,HR,1
25,2.4,25000.0,21.0,20.0,HR,0
55,15.6,61161.0,88.0,65.5,Marketing,0
59,32.2,100029.0,24.0,69.4,HR,1
25,1.0,25000.0,26.0,20.0,Engineering,0
59,14.4,59132.0,43.0,45.8,HR,0
40,11.2,29552.0,44.0,40.9,HR,0
27,3.2,25000.0,48.0,24.3,HR,0
55,22.7,74622.0,87.0,65.5,Sales,1
39,5.3,25000.0,64.0,28.5,HR,0
34,10.5,31178.0,68.0,33.6,Engineering,0
44,7.2,38335.0,14.0,24.4,Marketing,1
40,6.9,26542.0,39.0,26.2,Marketing,0
32,3.1,25000.0,13.0,24.6,Sales,0
22,0.0,25000.0,24.0,23.0,Engineering,0
45,19.8,59600.0,44.0,43.0,Marketing,0
28,4.2,25000.0,83.0,31.5,Marketing,0
46,19.0,62467.0,64.0,51.7,HR,0
42,6.2,35373.0,75.0,38.8,HR,0
36,8.8,29542.0,69.0,40.1,HR,0
22,0.0,25000.0,33.0,22.5,Sales,0
33,6.6,25000.0,31.0,,HR,0
28,2.1,25000.0,53.0,36.2,Engineering,0
36,9.9,37254.0,41.0,37.4,Sales,0
42,12.0,46319.0,92.0,52.1,Marketing,1
40,13.7,49030.0,60.0,54.5,Marketing,0
50,16.6,46342.0,94.0,52.1,Engineering,0
46,9.4,35015.0,12.0,20.0,Engineering,0
54,22.0,66364.0,79.0,64.2,Marketing,0
53,12.5,45605.0,41.0,30.6,Engineering,0
56,28.0,86244.0,11.0,62.0,Engineering,0
59,24.7,84782.0,97.0,67.4,Engineering,1
47,9.9,40326.0,68.0,38.1,HR,0
32,8.8,38689.0,82.0,40.4,Marketing,0
56,20.8,65302.0,86.0,56.9,Engineering,0
29,2.4,25000.0,23.0,20.0,Engineering,0
35,8.8,39776.0,60.0,,HR,0
31,4.1,25000.0,20.0,20.0,Marketing,0
23,0.8,25000.0,87.0,36.8,Sales,0
30,6.3,26939.0,89.0,30.9,Marketing,0
24,1.8,,19.0,20.0,Marketing,0
42,12.0,43196.0,93.0,49.0,Marketing,0
47,14.3,46205.0,89.0,43.6,HR,0
29,5.3,25000.0,67.0,23.5,Marketing,0
23,0.4,25000.0,43.0,27.7,Sales,0
27,3.1,25000.0,89.0,40.1,Engineering,0
49,16.9,63011.0,87.0,59.0,Marketing,0
50,9.9,38370.0,62.0,35.7,HR,0
47,13.8,43781.0,37.0,37.4,Marketing,0
46,19.5,75435.0,27.0,56.0,Marketing,0
33,9.0,33272.0,35.0,30.4,Sales,0
26,1.4,25000.0,16.0,20.0,Sales,0
55,11.7,48359.0,54.0,37.7,HR,0
58,16.5,59583.0,54.0,46.3,HR,0
36,11.5,38411.0,80.0,,HR,0
57,13.2,36081.0,44.0,33.8,HR,0
36,10.2,30984.0,61.0,36.0,HR,0
44,7.9,34596.0,30.0,30.4,Engineering,0
27,3.4,25000.0,37.0,20.0,Engineering,0
42,10.3,38708.0,53.0,43.6,HR,0
44,17.0,59006.0,89.0,,HR,0
37,6.6,31766.0,65.0,27.9,Engineering,0
36,9.6,37791.0,19.0,30.7,Sales,0
46,10.6,45092.0,32.0,33.5,Engineering,0
57,25.5,88878.0,57.0,71.3,HR,1
32,8.2,35581.0,61.0,41.2,Sales,0
36,5.3,25034.0,24.0,32.1,HR,0
25,2.5,25000.0,64.0,33.2,Marketing,0
42,13.1,45923.0,52.0,,Sales,0
34,4.5,25000.0,59.0,26.8,HR,0
43,11.7,47738.0,15.0,35.7,Engineering,0
40,7.1,32611.0,42.0,36.9,HR,0
55,23.8,74095.0,71.0,63.4,Engineering,0
35,9.8,41620.0,64.0,36.1,Sales,0
25,1.1,25000.0,48.0,20.0,Engineering,0
48,15.7,48921.0,21.0,39.4,Sales,0
50,22.1,70196.0,40.0,56.0,HR,0
49,23.3,68829.0,83.0,59.3,Engineering,0
56,20.7,73231.0,62.0,66.4,Sales,1
29,6.1,25000.0,43.0,23.2,Sales,1
37,9.3,33773.0,50.0,31.8,Sales,0
57,18.8,68799.0,19.0,49.6,Marketing,0
51,23.5,70489.0,61.0,57.4,Sales,0
39,10.1,39006.0,84.0,44.0,HR,0
23,0.6,25000.0,66.0,35.6,HR,0
34,7.1,29172.0,87.0,31.1,HR,0
25,2.4,25000.0,12.0,21.5,Sales,0
47,20.0,63889.0,66.0,56.7,HR,0
46,13.0,46468.0,42.0,40.1,Sales,0
51,14.5,53770.0,16.0,43.4,Sales,0
32,6.0,25000.0,13.0,20.0,Sales,0
28,3.9,25000.0,48.0,28.7,Marketing,0
52,13.3,55706.0,57.0,52.1,Engineering,0
31,7.0,25000.0,83.0,30.7,HR,0
34,7.1,36785.0,88.0,43.6,Marketing,0
52,15.0,51583.0,25.0,38.1,HR,1
28,2.2,25000.0,47.0,25.4,Marketing,0
57,15.5,54400.0,13.0,37.3,Engineering,0
41,16.5,57087.0,13.0,43.0,Engineering,0
25,1.4,25000.0,36.0,24.3,Engineering,0
28,2.4,25000.0,,37.6,Engineering,0
22,0.0,25000.0,95.0,35.6,Sales,1
34,5.8,31900.0,26.0,20.0,HR,0
43,6.7,28039.0,79.0,34.6,HR,0
42,9.9,35262.0,63.0,36.4,HR,0
43,13.2,40133.0,17.0,31.4,Sales,1
49,17.0,65038.0,62.0,52.8,HR,0
30,4.1,25000.0,14.0,20.0,Engineering,1
47,14.2,55600.0,78.0,55.8,HR,0
30,7.0,25000.0,56.0,26.5,HR,0
36,7.4,35143.0,83.0,40.9,Marketing,1
31,4.1,25000.0,49.0,25.1,Sales,0
45,10.3,38108.0,16.0,28.6,Engineering,0
29,4.0,25000.0,21.0,20.0,Engineering,0
45,17.4,53735.0,34.0,37.8,Engineering,0
37,6.4,25000.0,37.0,26.4,HR,0
47,18.1,64676.0,52.0,50.5,Engineering,0
48,8.1,35451.0,86.0,41.7,Engineering,0
58,19.8,61324.0,56.0,54.1,Marketing,0
25,2.3,25000.0,58.0,25.3,HR,0
45,11.6,41845.0,95.0,40.9,Marketing,0
40,11.5,30055.0,63.0,44.8,Sales,0
57,14.8,53117.0,27.0,38.2,HR,0
31,6.7,29666.0,36.0,30.1,Marketing,0
46,8.0,33112.0,81.0,,Sales,0
39,13.8,47472.0,15.0,38.6,Marketing,0
40,7.5,33173.0,84.0,37.4,Sales,0
57,28.9,87637.0,78.0,73.7,Engineering,1
31,4.6,25000.0,80.0,,Engineering,0
54,23.5,82237.0,31.0,,HR,1
26,2.0,25000.0,68.0,33.1,Marketing,0
56,28.7,86826.0,56.0,66.5,Marketing,1
55,12.4,59148.0,77.0,49.6,Sales,0
54,13.0,49553.0,41.0,34.6,HR,0
42,11.9,42176.0,92.0,51.4,Engineering,0
38,5.6,25000.0,10.0,20.0,Marketing,0
43,8.8,41272.0,63.0,41.2,Sales,0
58,31.2,90705.0,55.0,67.4,Engineering,1
36,12.4,46431.0,50.0,33.6,Engineering,0
56,17.9,60166.0,50.0,54.9,Engineering,0
49,23.1,68701.0,17.0,49.4,Sales,0
28,3.8,25000.0,41.0,29.4,Sales,0
53,14.3,51418.0,39.0,40.1,Engineering,1
32,7.2,25111.0,55.0,26.6,Sales,0
31,6.3,30614.0,61.0,36.2,Engineering,0
30,7.1,25000.0,98.0,39.9,Engineering,0
35,6.0,,70.0,35.5,Engineering,0
34,8.4,33887.0,22.0,25.5,Sales,0
46,7.9,34199.0,98.0,45.5,HR,0
23,0.4,25000.0,49.0,32.0,HR,0
56,10.3,40382.0,70.0,40.4,Sales,0
28,5.4,25013.0,53.0,24.7,Marketing,0
42,15.6,54861.0,71.0,57.5,Sales,0
39,13.1,49291.0,53.0,40.2,Marketing,0
24,1.2,25000.0,57.0,31.2,Engineering,0
32,4.8,25000.0,83.0,33.0,Marketing,0
45,9.0,40506.0,68.0,31.4,Engineering,0
40,8.5,31193.0,66.0,39.6,HR,0
25,1.6,25000.0,20.0,20.0,Engineering,0
47,18.8,57593.0,34.0,35.3,Marketing,0
59,23.1,70290.0,70.0,63.5,HR,0
53,10.7,45979.0,55.0,44.3,HR,1
57,10.9,55760.0,63.0,46.6,Sales,0
58,13.0,47120.0,43.0,,Marketing,0
54,17.5,57617.0,93.0,44.4,Marketing,0
57,30.1,92427.0,16.0,68.4,Sales,1
24,1.4,25000.0,71.0,32.1,Sales,0
30,6.2,25000.0,66.0,29.6,HR,0
29,4.1,25000.0,85.0,33.8,Sales,0
54,16.5,52980.0,14.0,40.6,HR,0
27,1.8,25000.0,85.0,33.5,Marketing,0
25,2.5,,44.0,20.0,Sales,0
34,9.2,37705.0,93.0,54.7,Marketing,0
23,0.4,25000.0,46.0,31.9,HR,0
26,2.4,25000.0,69.0,24.0,Engineering,0
48,15.4,52213.0,74.0,47.9,Engineering,0
53,20.9,69381.0,25.0,50.1,Marketing,0
42,17.4,53897.0,39.0,49.1,HR,0
29,4.5,25000.0,82.0,22.3,HR,0
59,23.1,70554.0,51.0,54.7,Engineering,0
29,2.3,25000.0,70.0,21.9,HR,0
24,0.7,25000.0,83.0,31.8,HR,0
24,0.8,25000.0,86.0,31.5,Marketing,0
43,6.7,32046.0,57.0,33.2,Engineering,1
27,3.7,25000.0,71.0,27.8,HR,1
23,0.7,25000.0,93.0,31.5,Marketing,0
44,8.4,35671.0,73.0,41.5,Sales,0
23,0.8,25000.0,66.0,32.1,Engineering,0
59,14.5,50389.0,77.0,51.7,Marketing,0
38,7.7,25000.0,55.0,26.8,Sales,0
56,15.3,52985.0,37.0,39.9,HR,0
55,17.3,56114.0,86.0,54.0,HR,0
44,10.0,37366.0,12.0,29.8,Sales,0
51,17.2,52970.0,46.0,33.6,Marketing,0
29,3.8,25000.0,57.0,30.0,HR,0
43,18.7,55996.0,28.0,44.5,HR,0
57,11.7,44531.0,92.0,48.4,Marketing,0
26,1.5,25000.0,26.0,21.1,Marketing,0
34,4.0,25816.0,91.0,22.6,Sales,0
50,18.9,71043.0,91.0,63.4,HR,1
52,10.0,49737.0,96.0,61.3,Marketing,0
37,12.0,34691.0,49.0,33.0,Engineering,0
51,17.6,57434.0,59.0,48.6,Sales,1
37,9.2,31283.0,82.0,37.3,Sales,0
33,7.0,29252.0,38.0,28.9,Sales,0
38,6.4,28946.0,60.0,34.6,Sales,0
37,6.3,25000.0,51.0,25.7,Engineering,1
33,5.4,25000.0,,,Sales,0
29,4.6,25000.0,75.0,40.0,Sales,1
41,8.1,25000.0,26.0,26.9,Marketing,0
24,0.7,25000.0,40.0,36.4,HR,1
37,13.2,48434.0,61.0,41.2,Sales,0
51,9.1,45374.0,48.0,48.2,Marketing,0
44,17.2,62939.0,69.0,51.8,Marketing,0
49,20.9,71496.0,60.0,61.4,HR,0
26,1.9,25000.0,93.0,38.9,Marketing,0
41,7.2,25000.0,25.0,20.0,Marketing,0
22,0.0,25000.0,23.0,21.7,Sales,0
51,20.8,64384.0,99.0,67.3,Sales,1
42,13.7,47286.0,93.0,46.6,Marketing,0
41,14.6,43761.0,51.0,47.7,Engineering,0
27,4.3,25000.0,60.0,21.7,HR,0
43,15.0,53659.0,33.0,52.1,Marketing,0
39,6.7,26078.0,91.0,40.6,Marketing,0
29,3.1,25000.0,52.0,26.6,Engineering,0
53,25.0,85305.0,82.0,71.3,HR,1
54,13.6,50376.0,28.0,36.6,Marketing,0
37,5.2,33806.0,,40.5,Marketing,0
33,7.9,30112.0,70.0,33.8,Sales,0
59,20.0,68511.0,72.0,66.4,Marketing,1
55,28.1,81928.0,35.0,71.5,Engineering,1
35,9.0,30882.0,44.0,30.4,Marketing,0
57,12.4,40306.0,76.0,,HR,0
54,27.8,78982.0,65.0,62.9,HR,0
44,10.0,41906.0,49.0,36.8,Engineering,0
23,0.5,25000.0,38.0,20.0,Marketing,0
42,10.8,37487.0,15.0,22.1,Marketing,0
23,0.3,25000.0,61.0,39.4,Marketing,0
48,15.5,51222.0,10.0,37.7,Marketing,0
30,3.0,25000.0,61.0,24.7,Marketing,0
22,0.0,25000.0,33.0,27.3,HR,0
32,5.1,25000.0,43.0,20.0,Sales,0
24,1.5,25000.0,16.0,20.0,HR,1
44,17.2,64825.0,84.0,56.0,Sales,0
47,9.8,41074.0,20.0,39.7,HR,0
25,1.6,25000.0,45.0,24.4,Engineering,0
39,8.9,40054.0,29.0,20.3,Marketing,0
27,2.0,25000.0,72.0,37.1,Sales,0
56,26.5,92371.0,89.0,77.8,HR,0
43,15.2,56394.0,72.0,42.7,Sales,0
36,5.8,27744.0,78.0,32.5,Marketing,0
43,10.9,39523.0,97.0,48.4,Engineering,1
58,13.1,43464.0,39.0,38.8,Marketing,0
33,7.4,26743.0,39.0,34.6,HR,0
59,13.8,54442.0,93.0,50.6,HR,0
39,15.2,44178.0,31.0,35.9,Sales,1
56,26.1,81701.0,70.0,65.0,Engineering,0
51,15.5,48132.0,30.0,30.4,Engineering,0
45,14.9,48827.0,46.0,46.2,HR,0
51,24.6,70037.0,36.0,56.2,Sales,0
35,8.2,25000.0,44.0,26.9,Marketing,0
27,2.0,25000.0,47.0,28.2,Marketing,0
24,1.1,25000.0,69.0,27.0,HR,0
37,12.1,38921.0,79.0,,HR,0
28,4.1,25000.0,41.0,25.1,Marketing,0
35,9.0,46616.0,89.0,54.7,Marketing,0
30,6.6,28537.0,89.0,44.9,Marketing,0
36,11.7,43624.0,36.0,40.3,Sales,0
42,17.0,51223.0,12.0,36.7,Engineering,1
56,12.1,49574.0,58.0,46.0,HR,0
23,0.6,25000.0,94.0,35.5,HR,0
48,19.4,58983.0,,42.0,Sales,0
23,0.8,25000.0,31.0,23.0,Marketing,0
56,22.6,76164.0,28.0,49.7,Sales,0
39,6.8,31312.0,40.0,28.3,Marketing,0
35,10.1,30891.0,29.0,34.6,HR,0
41,13.9,40699.0,28.0,36.8,Engineering,1
39,6.0,26412.0,11.0,20.0,Sales,0
31,5.2,25000.0,49.0,26.1,Marketing,0
46,9.7,41113.0,48.0,32.8,HR,0
23,0.5,25000.0,81.0,32.6,Engineering,0
46,7.5,32878.0,63.0,39.7,Sales,0
54,17.3,63589.0,36.0,52.9,Sales,0
57,22.0,,88.0,78.7,HR,1
52,20.2,61742.0,21.0,51.3,Sales,0
35,9.1,,87.0,39.9,HR,0
22,0.0,25000.0,80.0,36.1,Sales,0
37,6.4,31745.0,26.0,25.4,Engineering,0
24,0.7,25000.0,99.0,30.8,Engineering,0
56,27.6,82943.0,,80.4,Sales,1
27,2.0,25000.0,19.0,25.5,HR,0
46,21.2,68704.0,28.0,50.2,Marketing,0
34,9.7,42178.0,91.0,47.7,Sales,1
55,19.8,66436.0,39.0,58.3,Marketing,0
29,6.2,25000.0,39.0,28.7,HR,0
42,7.2,36485.0,34.0,23.8,Marketing,0
55,15.9,53366.0,97.0,,Sales,0
25,2.0,25000.0,83.0,32.4,Engineering,0
46,12.2,45229.0,75.0,50.7,HR,0
36,12.0,41028.0,44.0,41.3,Engineering,0
25,1.0,25000.0,60.0,35.3,Engineering,0
33,6.9,25000.0,80.0,27.1,Engineering,0
53,20.3,61639.0,80.0,53.2,Sales,0
53,21.4,75011.0,36.0,62.8,HR,0
49,12.2,47344.0,19.0,32.4,Marketing,0
34,6.2,35246.0,52.0,26.3,Engineering,1
52,24.2,70911.0,64.0,62.7,Marketing,0
35,5.4,25000.0,80.0,29.9,HR,0
41,15.1,55866.0,15.0,49.2,HR,0
39,10.8,35871.0,15.0,28.4,Marketing,0
50,21.2,65573.0,86.0,61.7,Marketing,0
27,3.6,25000.0,57.0,26.2,Engineering,0
53,13.2,46673.0,86.0,56.3,Marketing,0
50,18.0,62659.0,11.0,45.8,Marketing,0
23,0.8,25000.0,92.0,33.0,Sales,0
44,12.3,,60.0,42.8,Engineering,0
40,15.8,46702.0,70.0,44.8,Engineering,0
52,17.1,47764.0,28.0,32.6,HR,0
26,1.5,25000.0,11.0,24.0,Marketing,0
40,9.6,34113.0,60.0,25.7,Sales,0
55,28.7,87360.0,35.0,64.5,HR,0
31,4.4,25000.0,79.0,35.5,Sales,0
46,19.7,66274.0,29.0,51.7,Engineering,0
23,0.8,25000.0,32.0,20.0,Marketing,0
32,5.1,25000.0,63.0,32.6,Sales,0
52,10.5,45721.0,24.0,30.9,HR,0
36,10.3,40095.0,15.0,29.6,Engineering,0
30,3.9,25000.0,44.0,,Sales,0
44,16.9,51284.0,84.0,53.3,Sales,0
40,10.2,31065.0,17.0,20.7,HR,0
30,4.7,25000.0,66.0,35.9,Sales,0
56,26.1,83739.0,59.0,68.1,Engineering,0
42,10.6,40890.0,58.0,42.6,Sales,0
30,4.5,25000.0,97.0,43.7,Marketing,0
49,14.2,49176.0,30.0,44.4,Marketing,0
28,3.1,25000.0,45.0,31.3,HR,0
37,9.2,32094.0,80.0,38.4,Marketing,0
37,11.8,44486.0,78.0,49.2,Marketing,0
54,16.5,52102.0,67.0,49.2,Sales,0
25,1.8,25000.0,72.0,25.0,Engineering,0
25,2.1,25000.0,25.0,23.2,Engineering,0
38,7.4,28060.0,15.0,23.0,Sales,0
58,16.8,53856.0,87.0,56.2,Marketing,0
50,24.1,77910.0,61.0,63.5,Sales,0
57,25.7,78489.0,11.0,50.7,Marketing,0
59,23.9,73226.0,98.0,71.7,Marketing,1
58,24.8,78528.0,86.0,63.0,Marketing,0
56,10.8,39334.0,27.0,38.9,Engineering,0
28,4.0,25000.0,90.0,33.5,HR,0
48,15.7,51852.0,85.0,52.8,Engineering,0
49,16.9,54387.0,44.0,47.9,Marketing,1
43,10.8,37368.0,95.0,46.9,Sales,0
35,4.5,26728.0,48.0,20.4,Sales,0
28,2.5,25000.0,10.0,22.8,Marketing,0
58,31.3,87104.0,46.0,68.8,HR,1
43,11.4,45815.0,30.0,33.4,Engineering,0
26,2.3,25000.0,10.0,20.0,Engineering,0
23,0.3,25000.0,13.0,20.0,Marketing,0
48,8.4,39840.0,67.0,33.5,Marketing,0
42,14.6,49175.0,10.0,43.4,HR,0
59,23.0,78300.0,22.0,64.0,Engineering,1
36,8.5,29728.0,55.0,33.1,HR,0
42,8.9,39088.0,56.0,36.1,Engineering,0
31,6.7,27141.0,90.0,35.1,HR,0
44,8.8,28315.0,85.0,39.7,HR,0
26,1.7,25000.0,16.0,28.7,HR,0
22,0.0,25000.0,60.0,25.8,Sales,0
34,5.7,25000.0,12.0,20.0,Sales,0
42,9.0,32887.0,59.0,41.5,Sales,1
47,17.2,55253.0,35.0,34.9,Engineering,0
42,13.8,48248.0,40.0,35.1,HR,0
39,13.5,40512.0,71.0,40.0,Marketing,0
58,19.8,59057.0,35.0,38.6,Marketing,0
53,10.7,37328.0,76.0,45.6,Engineering,0
57,16.2,59509.0,64.0,56.8,Engineering,1
38,14.2,46090.0,37.0,35.3,Marketing,0
56,22.4,78366.0,53.0,69.2,HR,1
32,7.3,27525.0,90.0,,Sales,0
42,6.1,32063.0,47.0,30.2,Engineering,0
47,15.3,,39.0,38.1,Engineering,0
25,1.0,25000.0,75.0,43.0,Engineering,1
55,21.2,69548.0,17.0,53.4,Marketing,0
39,14.5,47215.0,23.0,37.4,Sales,0
56,30.0,90598.0,71.0,81.4,HR,0
50,17.5,54389.0,84.0,54.6,HR,1
50,16.1,47322.0,72.0,43.4,Marketing,0
59,32.1,101105.0,88.0,85.4,Engineering,1
42,14.1,50446.0,75.0,53.8,Marketing,0
34,4.1,25000.0,49.0,20.0,Marketing,0
38,9.3,36544.0,22.0,27.3,HR,0
30,3.6,25000.0,26.0,28.8,Sales,0
22,0.0,25000.0,24.0,20.0,HR,0
23,0.6,25000.0,42.0,32.8,Marketing,0
50,18.2,59866.0,25.0,52.0,Marketing,0
54,16.4,56167.0,22.0,41.5,Engineering,0
31,3.6,25000.0,95.0,32.8,Engineering,0
42,12.0,,32.0,38.5,Marketing,0
49,21.5,67831.0,45.0,67.5,HR,1
32,7.0,30816.0,52.0,40.3,Engineering,0
55,16.6,,59.0,50.6,Sales,0
29,6.0,29055.0,83.0,32.9,Sales,0
43,17.8,61164.0,90.0,59.4,Marketing,0
29,3.0,25000.0,22.0,22.3,Sales,0
36,4.5,25000.0,,20.0,Sales,0
38,11.9,43585.0,66.0,42.7,Engineering,0
44,17.5,53673.0,39.0,50.2,Engineering,0
45,20.3,65203.0,80.0,50.5,HR,0
40,15.0,47721.0,19.0,39.7,Engineering,0
26,2.6,25000.0,75.0,38.5,HR,0
53,19.2,63095.0,92.0,57.7,Engineering,0
22,0.0,25000.0,48.0,34.7,Marketing,0
44,9.9,43477.0,46.0,34.7,HR,0
58,20.7,70348.0,12.0,51.5,Marketing,0
29,4.7,25000.0,98.0,34.7,HR,0
34,7.6,31300.0,43.0,27.9,Sales,0
29,5.2,25000.0,95.0,32.6,HR,0
44,10.3,49401.0,47.0,45.8,HR,0
22,0.0,25000.0,23.0,25.5,HR,0
45,8.1,25000.0,73.0,30.9,HR,0
56,18.6,69285.0,48.0,49.0,HR,0
45,17.3,52993.0,63.0,49.9,Sales,0
38,11.5,45369.0,11.0,34.6,HR,0
26,3.6,25000.0,52.0,26.0,Marketing,0
41,8.9,26698.0,62.0,39.5,HR,0
42,12.0,,12.0,,HR,1
52,14.9,53789.0,50.0,34.8,Marketing,1
57,19.8,72359.0,17.0,48.0,Engineering,0
32,8.1,32461.0,99.0,45.0,Engineering,0
36,9.9,29353.0,84.0,,Sales,0
40,14.9,54261.0,72.0,45.7,HR,0
28,2.5,25000.0,74.0,36.2,HR,0
49,22.2,78801.0,88.0,72.4,Engineering,1
26,1.3,25000.0,13.0,21.2,HR,0
26,3.3,,77.0,36.0,Sales,0
51,14.4,47190.0,19.0,33.1,Marketing,0
53,15.2,,84.0,49.2,HR,0
29,4.3,25000.0,59.0,32.5,Marketing,0
31,7.8,34682.0,,22.8,Sales,0
59,12.2,41542.0,70.0,31.0,Engineering,0
53,15.9,59673.0,56.0,48.8,Sales,0
49,22.0,73843.0,12.0,56.3,Sales,0
38,8.6,39788.0,26.0,33.0,Sales,0
52,12.6,47319.0,31.0,42.0,Sales,0
29,3.9,25000.0,25.0,20.0,Marketing,0
46,12.8,44941.0,89.0,49.3,Sales,0
30,6.8,28973.0,12.0,25.0,Sales,0
23,0.8,25000.0,61.0,22.1,Sales,0
36,8.4,33634.0,42.0,35.1,Sales,0
24,1.8,25000.0,51.0,26.3,Marketing,0
57,20.3,70760.0,11.0,64.7,Sales,0
25,1.0,25000.0,48.0,20.0,Engineering,0
35,5.9,25000.0,55.0,34.5,Sales,0
46,13.5,43631.0,57.0,38.5,Sales,0
31,3.5,25000.0,36.0,20.0,HR,0
42,17.4,46214.0,24.0,33.0,HR,0
57,26.6,78054.0,16.0,56.6,HR,0
33,5.1,,66.0,35.1,Sales,0
48,17.0,56371.0,51.0,56.4,Engineering,1
23,0.7,25000.0,18.0,27.4,Engineering,0
34,10.4,35174.0,15.0,21.6,HR,1
53,25.7,81390.0,66.0,73.1,HR,1
52,18.3,59261.0,85.0,58.5,Sales,0
37,11.5,,39.0,31.2,Engineering,0
53,19.8,,64.0,56.8,Engineering,0
53,19.6,,93.0,63.2,HR,0
55,12.2,44427.0,93.0,48.4,Engineering,0
32,3.8,25000.0,63.0,,HR,0
31,5.6,27646.0,36.0,20.5,HR,0
36,6.5,25000.0,93.0,37.7,Marketing,1
38,5.0,33889.0,68.0,39.3,Marketing,0
39,12.5,48845.0,16.0,34.8,Sales,0
30,2.6,25000.0,49.0,33.3,HR,0
46,15.8,55157.0,81.0,51.7,Sales,0
35,8.1,27928.0,11.0,20.0,Marketing,0
46,21.2,64813.0,23.0,51.1,Engineering,0
43,12.4,45653.0,19.0,33.6,Marketing,0
51,9.8,45052.0,59.0,42.3,Marketing,0
41,12.0,39971.0,27.0,20.0,Marketing,0
42,16.1,50588.0,27.0,39.2,Engineering,0
53,27.8,87261.0,25.0,54.0,Marketing,0
42,11.2,43460.0,61.0,35.1,HR,0
56,16.7,53514.0,,44.6,HR,1
53,26.2,90018.0,61.0,67.0,Marketing,1
51,12.0,42083.0,40.0,33.3,Sales,0
33,7.4,33223.0,93.0,38.3,Sales,0
39,9.2,,32.0,34.4,Engineering,0
42,6.5,31882.0,51.0,32.6,Engineering,0
34,6.1,,90.0,25.2,HR,0
42,9.2,26981.0,71.0,32.6,HR,0
29,5.0,25000.0,86.0,35.5,Marketing,0
28,5.2,25000.0,59.0,26.8,Sales,0
44,10.1,33660.0,86.0,39.3,HR,0
53,24.4,81490.0,90.0,73.3,Sales,1
32,3.3,,24.0,25.3,Engineering,0
43,13.1,41605.0,99.0,39.7,Engineering,0
43,7.2,33825.0,53.0,31.9,Marketing,0
46,20.7,68608.0,51.0,63.5,Marketing,0
43,16.0,49318.0,54.0,50.8,HR,0
49,18.8,67867.0,44.0,58.3,Sales,0
50,22.2,81716.0,31.0,63.4,HR,0
34,8.3,25500.0,83.0,41.9,HR,0
39,15.0,48282.0,,58.6,Sales,0
23,0.7,25000.0,47.0,25.4,HR,0
50,23.9,86151.0,79.0,68.4,Marketing,1
42,12.2,39431.0,73.0,39.5,Sales,0
36,5.2,25000.0,16.0,35.4,Sales,0
48,16.0,49668.0,53.0,35.9,HR,0
52,11.3,49957.0,85.0,48.0,Sales,1
36,9.2,30261.0,16.0,20.0,Marketing,0
44,13.0,41449.0,75.0,43.3,Marketing,0
45,15.5,53405.0,69.0,43.4,Engineering,0
34,3.7,25000.0,10.0,20.0,Engineering,0
43,8.8,,71.0,31.3,Engineering,0
58,21.4,71360.0,96.0,69.9,Engineering,1
54,27.8,86945.0,98.0,,HR,1
24,1.1,25000.0,,20.1,Engineering,0
